index,pred,y_test
2120,1.72E+07,1.00E-04
2121,-4.50E+06,1.00E-04
2122,-3.80E+06,1.00E-04
2123,-3.16E+06,1.00E-04
2124,-3.28E+06,1.00E-04
2125,-4.20E+06,1.00E-04
2126,1.48E+07,1.00E-04
2127,1.65E+07,1.00E-04
2128,1.27E+07,1.00E-04
2129,7.62E+07,1.00E-04
2130,-4.65E+06,1.00E-04
2131,-5.94E+05,1.00E-04
2132,1.94E+07,4.30E+07
2133,-5.21E+06,1.00E-04
2134,-2.50E+06,1.00E-04
2135,1.76E+07,4.49E+07
2136,-5.23E+06,1.00E-04
2137,-4.91E+06,1.00E-04
2138,-3.05E+06,2.10E+06
2139,-3.80E+06,1.00E-04
2140,-4.55E+03,1.00E-04
2141,-5.37E+06,1.00E-04
2142,2.87E+06,1.00E-04
2143,-1.99E+06,1.00E-04
2144,3.51E+07,2.66E+07
2145,-5.98E+05,1.00E-04
2146,-3.81E+06,1.00E-04
2147,-5.04E+06,1.00E-04
2148,2.11E+07,9.36E+07
2149,-5.53E+06,1.00E-04
2150,-5.94E+06,1.00E-04
2151,2.46E+06,1.00E-04
2152,-5.41E+06,1.00E-04
2153,3.42E+06,1.00E-04
2154,-5.94E+06,4.03E+05
2155,-4.43E+06,1.00E-04
2156,-3.71E+06,1.00E-04
2157,-5.33E+06,1.00E-04
2158,-3.51E+06,1.00E-04
2159,-2.40E+06,1.00E-04
2160,3.55E+07,1.00E-04
2161,-5.92E+06,1.00E-04
2162,-5.32E+06,1.00E-04
2163,9.91E+07,1.00E-04
2164,2.14E+07,1.00E-04
2165,7.42E+06,1.00E-04
2166,8.06E+06,1.00E-04
2167,-4.62E+06,1.00E-04
2168,-5.02E+06,1.00E-04
2169,1.65E+07,1.00E-04
2170,4.11E+04,1.00E-04
2171,-4.17E+06,1.00E-04
2172,-1.69E+06,1.00E-04
2173,-4.38E+06,1.00E-04
2174,1.41E+07,1.00E-04
2175,1.99E+07,7.28E+06
2176,-5.37E+06,1.00E-04
2177,-5.34E+06,1.00E-04
2178,1.19E+07,1.00E-04
2179,-2.49E+06,1.00E-04
2180,-4.13E+06,1.00E-04
2181,1.84E+06,1.00E-04
2182,7.44E+06,1.00E-04
2183,2.69E+06,1.00E-04
2184,1.91E+06,1.10E+01
2185,-5.90E+06,1.00E-04
2186,-5.37E+06,1.00E-04
2187,-5.28E+06,1.00E-04
2188,2.70E+07,2.10E+07
2189,-4.81E+06,1.00E-04
2190,5.07E+06,2.29E+06
2191,1.09E+08,9.83E+07
2192,-3.28E+06,1.00E-04
2193,-5.03E+06,1.00E-04
2194,-3.09E+06,1.00E-04
2195,-2.34E+06,1.00E-04
2196,-3.69E+06,1.00E-04
2197,-1.88E+06,1.00E-04
2198,-5.05E+06,1.00E-04
2199,2.00E+07,3.68E+05
2200,-5.94E+06,1.00E-04
2201,-3.34E+06,1.00E-04
2202,2.23E+07,1.00E-04
2203,8.58E+07,1.00E-04
2204,-5.92E+06,1.00E-04
2205,-5.28E+06,1.00E-04
2206,-2.75E+06,1.00E-04
2207,-5.72E+06,1.00E-04
2208,-5.11E+06,1.00E-04
2209,-4.19E+06,1.00E-04
2210,-4.57E+06,1.00E-04
2211,-2.58E+06,1.00E-04
2212,-4.78E+06,1.00E-04
2213,2.72E+07,1.00E-04
2214,1.05E+07,1.60E+07
2215,5.29E+08,7.70E+08
2216,-1.42E+06,1.00E-04
2217,-8.36E+05,1.00E-04
2218,-7.62E+05,1.00E-04
2219,-5.28E+06,1.00E-04
2220,-3.10E+06,1.00E-04
2221,2.07E+06,1.00E-04
2222,1.78E+07,1.00E-04
2223,-3.30E+06,1.00E-04
2224,-3.82E+06,1.00E-04
2225,-3.79E+06,1.00E-04
2226,-5.11E+06,1.00E-04
2227,-4.85E+06,1.00E-04
2228,-5.30E+06,1.00E-04
2229,6.35E+06,1.00E-04
2230,-4.96E+06,1.00E-04
2231,-4.97E+06,1.00E-04
2232,1.25E+08,9.04E+07
2233,8.85E+06,1.20E+07
2234,-5.75E+06,1.00E-04
2235,-4.61E+06,1.00E-04
2236,-3.74E+06,1.00E-04
2237,2.04E+07,2.26E+07
2238,-2.32E+06,1.00E-04
2239,-2.17E+06,1.00E-04
2240,6.26E+07,2.95E+07
2241,2.02E+06,1.00E-04
2242,-4.36E+06,1.00E-04
2243,9.19E+06,7.47E+06
2244,1.19E+07,1.00E-04
2245,-1.49E+06,1.00E-04
2246,-4.68E+06,1.00E-04
2247,-2.53E+06,1.00E-04
2248,4.13E+07,1.00E-04
2249,-5.26E+06,1.00E-04
2250,-4.02E+06,1.00E-04
2251,-3.38E+06,1.00E-04
2252,-5.88E+06,1.00E-04
2253,-5.92E+06,1.00E-04
2254,1.34E+07,1.00E-04
2255,2.69E+08,2.43E+08
2256,-3.92E+06,1.00E-04
2257,-3.98E+06,1.00E-04
2258,-4.39E+06,1.00E-04
2259,5.75E+06,3.56E+06
2260,1.13E+06,1.00E-04
2261,-4.73E+06,1.00E-04
2262,-4.62E+06,1.00E-04
2263,-4.42E+06,1.00E-04
2264,-3.87E+04,1.00E-04
2265,-5.93E+06,1.00E-04
2266,-9.36E+05,1.00E-04
2267,-5.94E+06,1.00E-04
2268,-2.49E+06,1.00E-04
2269,-4.81E+06,1.00E-04
2270,-5.07E+06,1.00E-04
2271,-4.77E+06,1.00E-04
2272,-4.99E+06,1.00E-04
2273,-5.61E+06,1.00E-04
2274,-5.24E+06,1.00E-04
2275,-2.93E+06,1.00E-04
2276,-5.13E+06,1.00E-04
2277,-2.00E+06,1.00E-04
2278,-3.53E+06,1.00E-04
2279,-3.04E+06,7.69E+04
2280,-2.87E+06,1.00E-04
2281,-2.43E+06,1.00E-04
2282,-4.75E+05,1.00E-04
2283,-5.22E+06,1.00E-04
2284,6.91E+06,1.00E-04
2285,-3.81E+06,1.00E-04
2286,-5.59E+06,1.00E-04
2287,-3.99E+06,1.00E-04
2288,-4.55E+06,1.00E-04
2289,-5.94E+06,1.00E-04
2290,-4.21E+06,1.00E-04
2291,4.81E+06,1.00E-04
2292,-2.37E+06,1.00E-04
2293,1.48E+07,2.38E+07
2294,-2.65E+06,1.00E-04
2295,4.33E+06,1.00E-04
2296,2.41E+06,1.00E-04
2297,1.34E+07,1.00E-04
2298,6.47E+06,1.00E-04
2299,-4.16E+06,1.00E-04
2300,1.60E+07,1.00E-04
2301,7.90E+05,1.00E-04
2302,-4.65E+06,1.00E-04
2303,-4.44E+06,1.00E-04
2304,-5.44E+06,1.00E-04
2305,-4.52E+06,1.00E-04
2306,2.87E+07,5.34E+06
2307,8.96E+07,2.76E+07
2308,-4.10E+06,1.00E-04
2309,2.88E+06,1.00E-04
2310,-4.73E+06,1.00E-04
2311,-3.35E+06,1.00E-04
2312,1.19E+07,1.00E-04
2313,1.92E+07,9.44E+06
2314,9.67E+06,1.00E-04
2315,-4.76E+06,1.00E-04
2316,-4.39E+06,1.00E-04
2317,-5.05E+06,1.00E-04
2318,-2.74E+06,6.58E+05
2319,-4.93E+06,1.00E-04
2320,1.60E+06,1.00E-04
2321,2.16E+06,1.00E-04
2322,4.22E+07,2.95E+06
2323,-5.04E+06,1.00E-04
2324,-4.95E+06,1.00E-04
2325,-1.73E+06,1.00E-04
2326,-4.61E+06,1.00E-04
2327,-3.70E+06,1.00E-04
2328,2.20E+07,1.62E+07
2329,-4.14E+06,6.00E+06
2330,3.55E+07,2.30E+04
2331,-4.39E+06,1.00E-04
2332,-4.46E+06,1.00E-04
2333,-5.93E+06,1.00E-04
2334,-5.49E+05,1.00E-04
2335,-2.71E+06,1.00E-04
2336,6.34E+07,3.00E+08
2337,-3.97E+06,1.00E-04
2338,-5.87E+05,1.00E-04
2339,1.59E+06,2.07E+06
2340,-4.62E+06,1.00E-04
2341,-5.08E+06,1.00E-04
2342,-2.32E+06,1.00E-04
2343,5.83E+07,2.12E+07
2344,8.83E+06,1.00E-04
2345,-3.30E+06,1.00E-04
2346,-5.41E+06,1.00E-04
2347,-5.15E+06,1.00E-04
2348,2.67E+07,6.74E+06
2349,-3.83E+06,1.00E-04
2350,1.61E+08,6.56E+07
2351,7.67E+07,2.06E+08
2352,5.12E+06,1.00E-04
2353,-5.14E+06,1.00E-04
2354,7.85E+05,1.00E-04
2355,-1.49E+06,1.00E-04
2356,1.51E+07,1.00E-04
2357,-2.14E+06,1.00E-04
2358,1.54E+07,1.00E-04
2359,-2.41E+06,7.89E+06
2360,2.46E+06,1.00E-04
2361,-5.94E+06,1.00E-04
2362,-2.84E+06,1.00E-04
2363,-5.75E+06,1.00E-04
2364,3.92E+06,1.00E-04
2365,-4.87E+06,1.00E-04
2366,-1.79E+06,1.00E-04
2367,-5.03E+06,1.00E-04
2368,-4.28E+06,1.00E-04
2369,-5.88E+06,1.00E-04
2370,6.90E+06,1.00E-04
2371,-5.30E+06,1.00E-04
2372,1.07E+07,1.00E-04
2373,-5.57E+06,1.00E-04
2374,-3.27E+06,1.00E-04
2375,3.18E+07,1.00E-04
2376,4.26E+07,9.80E+07
2377,-4.97E+06,1.00E-04
2378,-3.57E+06,1.00E-04
2379,-3.30E+06,1.00E-04
2380,1.81E+07,5.45E+06
2381,-3.13E+06,1.00E-04
2382,-5.05E+06,1.00E-04
2383,5.67E+06,5.10E+01
2384,-1.88E+06,1.00E-04
2385,-3.73E+06,1.00E-04
2386,1.87E+07,1.00E-04
2387,-3.98E+06,1.00E-04
2388,-3.85E+06,1.00E-04
2389,-2.80E+06,1.00E-04
2390,2.33E+07,1.00E-04
2391,2.25E+06,1.00E-04
2392,-3.56E+06,1.00E-04
2393,1.07E+06,1.00E-04
2394,-5.17E+06,1.00E-04
2395,-5.91E+06,1.00E-04
2396,-5.23E+06,1.00E-04
2397,-2.64E+06,1.00E-04
2398,3.42E+07,1.00E-04
2399,2.73E+07,3.02E+07
2400,6.44E+07,6.77E+05
2401,3.23E+07,1.29E+07
2402,5.39E+06,1.00E-04
2403,-3.49E+06,1.00E-04
2404,2.47E+07,1.00E-04
2405,-4.45E+06,1.00E-04
2406,-5.49E+06,1.00E-04
2407,-2.73E+06,1.00E-04
2408,-3.18E+06,1.00E-04
2409,2.44E+08,2.71E+08
2410,1.55E+07,1.00E-04
2411,-5.79E+06,1.00E-04
2412,-4.46E+06,1.00E-04
2413,-1.22E+06,1.00E-04
2414,-7.07E+05,1.00E-04
2415,2.48E+06,1.00E-04
2416,-4.47E+06,1.00E-04
2417,-4.73E+06,1.00E-04
2418,2.13E+06,1.00E-04
2419,-3.37E+06,1.00E-04
2420,-1.75E+06,1.00E-04
2421,1.36E+07,1.00E-04
2422,5.46E+06,1.00E-04
2423,-3.03E+06,1.00E-04
2424,-3.70E+06,1.00E-04
2425,-4.43E+06,1.00E-04
2426,-2.76E+06,1.00E-04
2427,-2.02E+06,1.00E-04
2428,-5.94E+06,1.00E-04
2429,2.11E+08,9.61E+07
2430,1.35E+06,1.00E-04
2431,-3.12E+06,1.00E-04
2432,-2.53E+06,1.00E-04
2433,2.32E+08,1.00E-04
2434,4.10E+07,3.17E+07
2435,2.47E+07,1.00E-04
2436,1.61E+06,1.00E-04
2437,-4.33E+06,1.00E-04
2438,-4.22E+06,1.00E-04
2439,7.48E+04,1.00E-04
2440,-4.16E+06,1.00E-04
2441,4.53E+06,1.00E-04
2442,1.94E+06,1.00E-04
2443,-2.76E+06,1.00E-04
2444,-4.27E+06,1.00E-04
2445,-4.84E+06,1.00E-04
2446,-3.69E+05,1.00E-04
2447,-2.21E+06,1.00E-04
2448,-3.69E+06,1.00E-04
2449,-5.31E+06,1.00E-04
2450,3.67E+07,1.00E-04
2451,1.10E+08,1.38E+08
2452,2.09E+07,4.66E+07
2453,-4.53E+06,1.00E-04
2454,-5.94E+06,1.00E-04
2455,-5.49E+06,1.00E-04
2456,-1.76E+06,1.00E-04
2457,-4.67E+06,1.00E-04
2458,9.24E+06,1.00E-04
2459,-4.31E+06,1.00E-04
2460,-4.08E+05,1.00E-04
2461,-2.27E+06,1.00E-04
2462,1.59E+06,1.00E-04
2463,-5.14E+05,1.00E-04
2464,-2.66E+06,1.00E-04
2465,2.52E+06,1.00E-04
2466,-1.81E+06,1.00E-04
2467,-5.29E+06,1.00E-04
2468,-7.32E+05,1.00E-04
2469,-4.40E+06,1.00E-04
2470,-3.49E+06,1.00E-04
2471,-5.46E+06,1.00E-04
2472,-4.74E+06,1.00E-04
2473,-4.28E+06,1.00E-04
2474,-3.64E+06,1.00E-04
2475,-5.88E+06,1.00E-04
2476,-4.69E+06,1.00E-04
2477,2.45E+07,3.32E+06
2478,-4.27E+06,1.00E-04
2479,-3.70E+06,1.00E-04
2480,-3.83E+06,1.00E-04
2481,-2.33E+06,1.00E-04
2482,-4.49E+06,1.00E-04
2483,-2.18E+06,1.00E-04
2484,-5.14E+06,1.00E-04
2485,-3.22E+06,1.84E+05
2486,7.24E+05,1.00E-04
2487,5.19E+07,3.73E+07
2488,-2.77E+06,1.00E-04
2489,-3.50E+06,1.00E-04
2490,-4.83E+06,1.00E-04
2491,-4.63E+06,1.00E-04
2492,2.04E+07,1.00E-04
2493,-4.01E+06,1.00E-04
2494,7.26E+06,1.00E-04
2495,-4.64E+06,1.00E-04
2496,-4.47E+06,1.00E-04
2497,6.22E+06,5.24E+05
2498,-4.99E+06,1.00E-04
2499,-5.67E+06,1.00E-04
2500,-3.63E+06,1.00E-04
2501,3.87E+07,4.12E+07
2502,3.45E+07,1.68E+07
2503,-4.85E+06,1.00E-04
2504,7.60E+06,1.00E-04
2505,-8.04E+05,1.00E-04
2506,7.75E+07,2.35E+07
2507,-5.93E+06,1.00E-04
2508,4.87E+07,1.74E+07
2509,2.80E+07,2.03E+06
2510,-5.16E+06,1.00E-04
2511,3.79E+07,2.04E+06
2512,8.95E+06,1.00E-04
2513,1.32E+07,1.00E-04
2514,-5.01E+06,1.00E-04
2515,-3.54E+06,1.00E-04
2516,-4.63E+06,1.00E-04
2517,1.68E+07,8.33E+07
2518,-4.67E+06,1.00E-04
2519,-4.72E+06,1.00E-04
2520,1.33E+06,1.00E-04
2521,1.32E+05,1.00E-04
2522,1.16E+05,1.00E-04
2523,6.64E+06,1.00E-04
2524,-3.23E+06,1.00E-04
2525,-4.06E+06,1.00E-04
2526,-3.82E+06,1.00E-04
2527,-4.70E+06,1.00E-04
2528,-4.68E+06,1.00E-04
2529,-3.78E+06,1.00E-04
2530,1.42E+07,1.88E+06
2531,-5.15E+06,1.00E-04
2532,-3.78E+06,1.00E-04
2533,-5.05E+06,1.00E-04
2534,-2.91E+06,1.00E-04
2535,-4.97E+06,1.00E-04
2536,1.33E+07,3.95E+04
2537,-9.49E+05,1.00E-04
2538,1.62E+08,5.71E+08
2539,2.07E+07,1.92E+04
2540,-2.98E+06,1.00E-04
2541,-9.15E+04,1.00E-04
2542,1.86E+07,1.00E-04
2543,-2.54E+06,1.00E-04
2544,-3.18E+05,1.00E-04
2545,-5.23E+06,1.00E-04
2546,4.49E+06,1.00E-04
2547,1.42E+08,7.50E+07
2548,1.16E+06,1.00E-04
2549,-5.08E+06,1.00E-04
2550,-1.46E+06,1.00E-04
2551,7.21E+06,1.00E-04
2552,-4.50E+06,1.00E-04
2553,4.55E+05,9.13E+06
2554,-3.15E+06,1.00E-04
2555,1.84E+07,1.00E-04
2556,-4.59E+06,1.00E-04
2557,-5.22E+06,1.00E-04
2558,-4.94E+06,1.00E-04
2559,-3.42E+06,1.00E-04
2560,6.03E+07,1.00E+08
2561,-5.01E+06,1.00E-04
2562,4.32E+06,1.00E-04
2563,-3.44E+06,1.00E-04
2564,-2.02E+06,1.00E-04
2565,-1.38E+06,1.00E-04
2566,-1.79E+06,1.00E-04
2567,-5.15E+06,1.00E-04
2568,-5.38E+06,1.00E-04
2569,8.43E+05,1.00E-04
2570,-2.16E+06,1.00E-04
2571,1.88E+07,1.00E-04
2572,-4.50E+06,1.00E-04
2573,-4.24E+06,1.00E-04
2574,-3.88E+06,1.00E-04
2575,-4.29E+06,1.00E-04
2576,-1.51E+06,1.00E-04
2577,-1.29E+06,1.00E-04
2578,3.51E+07,8.86E+06
2579,1.97E+07,1.93E+07
2580,1.52E+07,1.00E-04
2581,-5.94E+06,1.00E-04
2582,-3.77E+06,1.00E-04
2583,-1.39E+06,1.00E-04
2584,-4.62E+06,1.00E-04
2585,-4.65E+06,1.00E-04
2586,3.55E+06,1.00E-04
2587,5.64E+06,1.00E-04
2588,-5.15E+06,1.00E-04
2589,5.71E+06,6.62E+07
2590,-3.42E+06,1.00E-04
2591,4.42E+06,1.00E-04
2592,-2.87E+06,2.21E+06
2593,2.58E+05,1.00E-04
2594,-5.31E+06,1.00E-04
2595,-4.23E+06,1.00E-04
2596,-3.40E+06,1.00E-04
2597,-2.87E+06,1.00E-04
2598,-2.10E+06,1.00E-04
2599,-3.42E+06,3.91E+06
2600,-4.91E+06,1.00E-04
2601,-4.46E+06,1.00E-04
2602,4.77E+07,1.91E+06
2603,-3.35E+06,1.00E-04
2604,-5.94E+06,1.00E-04
2605,7.13E+07,1.00E-04
2606,-3.43E+06,1.00E-04
2607,-5.21E+06,1.00E-04
2608,-1.34E+06,1.00E-04
2609,-5.78E+06,1.00E-04
2610,1.03E+07,1.94E+03
2611,-2.90E+06,1.00E-04
2612,-4.28E+06,1.00E-04
2613,-4.45E+06,1.00E-04
2614,-5.84E+06,1.00E-04
2615,6.48E+04,1.00E-04
2616,-2.92E+06,1.00E-04
2617,-5.94E+06,1.00E-04
2618,1.71E+05,1.00E-04
2619,-2.87E+06,1.00E-04
2620,-2.96E+06,1.00E-04
2621,9.40E+06,1.00E-04
2622,-4.39E+06,1.00E-04
2623,-2.51E+06,1.00E-04
2624,1.25E+08,3.69E+08
2625,-5.94E+06,1.00E-04
2626,1.38E+06,1.00E-04
2627,-1.93E+06,3.01E+06
2628,-2.26E+06,1.00E-04
2629,-9.66E+05,1.00E-04
2630,-4.46E+06,1.00E-04
2631,-3.86E+06,1.00E-04
2632,-4.22E+06,1.00E-04
2633,-3.74E+06,1.00E-04
2634,-4.33E+06,1.00E-04
2635,5.04E+07,3.62E+06
2636,-1.35E+06,1.00E-04
2637,-3.89E+06,1.00E-04
2638,-2.70E+06,1.00E-04
2639,-3.36E+06,1.00E-04
2640,-3.52E+06,1.00E-04
2641,-1.96E+06,1.00E-04
2642,5.76E+06,2.30E+07
2643,5.46E+06,1.00E-04
2644,3.81E+07,2.80E+07
2645,2.32E+06,1.00E-04
2646,-7.75E+05,1.00E-04
2647,-2.67E+06,1.00E-04
2648,-4.64E+06,1.00E-04
2649,-2.03E+06,1.00E-04
2650,-3.91E+06,1.00E-04
2651,-5.72E+06,1.00E-04
2652,-4.83E+06,1.00E-04
2653,-4.70E+06,1.00E-04
2654,-4.87E+06,1.00E-04
2655,-2.32E+06,1.00E-04
2656,-5.93E+06,1.00E-04
2657,-1.46E+06,1.00E-04
2658,-3.24E+06,1.00E-04
2659,-5.16E+06,1.00E-04
2660,-2.34E+06,1.00E-04
2661,-2.98E+06,1.00E-04
2662,2.36E+07,1.00E-04
2663,-5.93E+06,1.00E-04
2664,2.73E+05,1.00E-04
2665,-3.51E+06,1.00E-04
2666,-3.17E+06,1.00E-04
2667,-2.49E+06,1.00E-04
2668,-4.34E+06,1.00E-04
2669,-3.41E+06,1.00E-04
2670,-3.89E+06,1.00E-04
2671,-5.17E+06,1.00E-04
2672,-4.02E+05,1.00E-04
2673,-3.52E+06,1.00E-04
2674,3.93E+06,1.00E-04
2675,1.64E+07,1.00E-04
2676,-5.28E+06,1.00E-04
2677,-4.99E+06,1.00E-04
2678,1.19E+07,1.00E-04
2679,-2.11E+06,1.00E-04
2680,-5.01E+06,1.00E-04
2681,1.22E+08,1.52E+08
2682,-4.68E+06,1.00E-04
2683,-3.40E+06,1.00E-04
2684,9.07E+07,1.97E+07
2685,2.65E+07,1.60E+06
2686,-3.84E+06,1.00E-04
2687,-4.35E+06,1.00E-04
2688,1.08E+07,1.00E-04
2689,-4.04E+06,1.00E-04
2690,-3.98E+06,1.00E-04
2691,-4.28E+06,1.00E-04
2692,-4.32E+06,1.00E-04
2693,-5.93E+06,1.00E-04
2694,3.06E+07,1.19E+07
2695,2.14E+05,1.00E-04
2696,-3.36E+06,1.00E-04
2697,-4.10E+06,1.00E-04
2698,2.01E+08,2.32E+07
2699,-4.93E+06,1.00E-04
2700,2.70E+08,1.00E-04
2701,-5.29E+06,1.00E-04
2702,-3.42E+06,1.00E-04
2703,3.24E+06,1.00E-04
2704,-5.07E+06,1.00E-04
2705,-4.54E+06,1.00E-04
2706,2.64E+07,1.00E-04
2707,-4.30E+06,1.00E-04
2708,-5.92E+06,1.00E-04
2709,-3.28E+06,1.00E-04
2710,-5.93E+06,6.00E+01
2711,3.15E+07,1.85E+08
2712,-2.03E+06,1.00E-04
2713,2.95E+07,1.00E-04
2714,-1.84E+06,1.00E-04
2715,-4.55E+06,1.00E-04
2716,6.32E+05,1.00E-04
2717,2.84E+07,1.20E+08
2718,-2.70E+06,1.00E-04
2719,-3.80E+06,1.00E-04
2720,5.44E+06,1.00E-04
2721,1.53E+07,1.00E-04
2722,1.76E+06,1.02E+07
2723,-1.48E+06,1.00E-04
2724,-5.14E+06,1.00E-04
2725,-3.52E+06,1.00E-04
2726,-1.59E+06,1.00E-04
2727,-2.93E+06,1.00E-04
2728,-4.36E+06,1.00E-04
2729,-2.67E+06,1.00E-04
2730,2.30E+07,1.00E-04
2731,-4.82E+06,1.00E-04
2732,-5.91E+06,1.00E-04
2733,-2.31E+06,1.00E-04
2734,-4.51E+06,1.00E-04
2735,-1.60E+06,1.00E-04
2736,3.82E+07,2.92E+07
2737,-1.14E+06,1.00E-04
2738,-4.56E+06,1.00E-04
2739,2.79E+06,1.00E-04
2740,-8.73E+05,1.00E-04
2741,-2.32E+06,1.00E-04
2742,-3.54E+06,1.00E-04
2743,-1.39E+06,1.00E-04
2744,4.37E+06,1.00E-04
2745,-1.32E+06,1.00E-04
2746,-5.27E+06,1.00E-04
2747,-5.34E+06,1.00E-04
2748,-5.26E+06,1.00E-04
2749,-5.25E+06,1.00E-04
2750,4.95E+05,1.00E-04
2751,4.98E+06,1.00E-04
2752,-5.26E+06,1.00E-04
2753,-2.79E+06,1.00E-04
2754,-6.14E+05,1.00E-04
2755,-5.94E+06,1.00E-04
2756,-4.75E+06,1.00E-04
2757,1.31E+07,6.50E+06
2758,5.91E+06,1.00E-04
2759,-5.92E+06,1.00E-04
2760,-2.59E+06,1.00E-04
2761,-2.89E+06,1.00E-04
2762,-4.66E+06,1.00E-04
2763,-4.60E+06,1.00E-04
2764,1.31E+06,1.00E-04
2765,3.93E+06,1.00E-04
2766,-4.68E+06,1.00E-04
2767,2.19E+07,1.00E-04
2768,-5.02E+06,1.00E-04
2769,-5.06E+06,1.00E-04
2770,2.63E+07,1.00E-04
2771,4.23E+05,1.00E-04
2772,1.65E+07,1.00E-04
2773,-1.99E+06,1.00E-04
2774,-2.63E+06,1.00E-04
2775,2.97E+06,1.00E-04
2776,8.99E+06,1.00E-04
2777,-3.73E+06,1.00E-04
2778,3.99E+06,1.00E-04
2779,-3.37E+06,1.00E-04
2780,1.12E+07,1.00E-04
2781,-2.40E+06,1.07E+07
2782,7.44E+07,1.00E-04
2783,-5.82E+06,1.00E-04
2784,1.70E+08,7.37E+04
2785,1.64E+07,1.00E-04
2786,1.89E+06,1.00E-04
2787,-4.33E+06,1.00E-04
2788,1.19E+07,4.28E+07
2789,-1.37E+06,1.00E-04
2790,-3.17E+06,1.00E-04
2791,-4.01E+06,1.00E-04
2792,-4.96E+06,1.00E-04
2793,-4.55E+06,1.00E-04
2794,8.68E+04,1.00E-04
2795,3.82E+07,7.81E+07
2796,1.39E+07,1.00E-04
2797,-3.61E+06,1.00E-04
2798,-5.04E+06,1.00E-04
2799,-3.62E+06,2.80E+06
2800,1.08E+07,1.00E-04
2801,-3.10E+06,1.00E-04
2802,2.69E+07,1.00E-04
2803,3.37E+06,1.00E-04
2804,-3.54E+06,1.00E-04
2805,-2.94E+06,1.00E-04
2806,-5.43E+06,1.00E-04
2807,-4.64E+06,1.00E-04
2808,-5.00E+06,1.00E-04
2809,1.97E+06,1.00E-04
2810,-4.43E+06,1.00E-04
2811,-5.12E+06,1.00E-04
2812,-3.95E+06,1.00E-04
2813,-5.60E+06,1.00E-04
2814,1.36E+08,7.28E+07
2815,-4.37E+06,1.00E-04
2816,6.40E+06,8.53E+07
2817,-3.35E+06,1.00E-04
2818,-4.44E+06,1.00E-04
2819,-1.91E+06,1.00E-04
2820,3.10E+07,8.90E+06
2821,-5.15E+06,1.00E-04
2822,-3.58E+06,1.00E-04
2823,-2.57E+06,1.00E-04
2824,8.76E+06,1.00E-04
2825,4.24E+05,1.00E-04
2826,4.73E+06,1.00E-04
2827,3.35E+07,3.64E+07
2828,-2.57E+06,1.00E-04
2829,1.58E+08,1.00E-04
2830,-5.92E+06,1.00E-04
2831,-4.00E+06,5.41E+04
2832,-2.37E+06,1.00E-04
2833,-2.58E+06,1.00E-04
2834,1.05E+06,1.00E-04
2835,-4.25E+06,1.00E-04
2836,-3.67E+06,1.00E-04
2837,-4.48E+06,1.00E-04
2838,1.31E+06,1.00E-04
2839,-1.54E+05,1.00E-04
2840,-5.17E+06,1.00E-04
2841,4.02E+07,6.91E+06
2842,1.32E+06,1.00E-04
2843,1.12E+07,1.00E-04
2844,-4.28E+06,1.00E-04
2845,4.10E+08,1.70E+08
2846,1.88E+08,1.99E+07
2847,-4.53E+06,1.00E-04
2848,-4.08E+06,1.37E+05
2849,2.64E+07,1.80E+06
2850,3.65E+07,1.46E+06
2851,1.94E+06,1.00E-04
2852,-2.85E+06,1.00E-04
2853,1.86E+07,1.00E-04
2854,-5.88E+06,1.00E-04
2855,-4.04E+06,1.00E-04
2856,-3.77E+06,1.00E-04
2857,-5.27E+06,1.00E-04
2858,1.50E+07,1.00E-04
2859,-4.76E+06,1.00E-04
2860,-4.50E+06,1.00E-04
2861,-3.98E+06,1.00E-04
2862,-4.40E+06,1.00E-04
2863,-4.65E+06,1.00E-04
2864,-3.92E+06,1.00E-04
2865,8.50E+06,1.00E-04
2866,-1.27E+06,1.00E-04
2867,-3.24E+06,1.00E-04
2868,-3.52E+06,1.00E-04
2869,6.05E+07,3.61E+07
2870,9.85E+07,9.47E+07
2871,-3.84E+06,1.00E-04
2872,5.15E+05,1.00E-04
2873,-3.53E+06,1.00E-04
2874,3.35E+07,1.24E+07
2875,-3.83E+06,1.00E-04
2876,-2.71E+06,1.00E-04
2877,-4.80E+06,1.00E-04
2878,-5.00E+06,1.00E-04
2879,6.65E+07,1.00E-04
2880,-2.26E+06,1.00E-04
2881,-1.87E+05,1.00E-04
2882,-2.39E+06,1.00E-04
2883,4.31E+06,1.00E-04
2884,-3.36E+06,1.00E-04
2885,3.17E+07,1.75E+04
2886,-3.40E+06,1.00E-04
2887,-5.07E+06,1.00E-04
2888,-4.20E+06,1.00E-04
2889,8.24E+07,7.86E+07
2890,8.63E+05,1.00E-04
2891,-5.94E+06,1.00E-04
2892,5.00E+07,1.23E+08
2893,-3.76E+06,1.00E-04
2894,-4.97E+06,1.00E-04
2895,-5.44E+06,1.00E-04
2896,-4.16E+06,1.00E-04
2897,-1.76E+06,1.00E-04
2898,4.90E+07,8.71E+05
2899,4.42E+05,1.00E-04
2900,1.05E+07,1.75E+06
2901,-3.04E+06,1.00E-04
2902,4.64E+07,1.00E-04
2903,-4.05E+06,1.00E-04
2904,-2.59E+05,2.29E+07
2905,6.51E+06,1.00E-04
2906,3.70E+07,6.96E+04
2907,-3.29E+06,1.00E-04
2908,2.30E+06,1.00E-04
2909,4.42E+06,1.00E-04
2910,8.35E+06,1.00E-04
2911,-5.94E+06,1.00E-04
