id,num_critic_for_reviews,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes
11592,316,110,Morgan Freeman,134568845,Action|Crime|Fantasy|Thriller,Angelina Jolie Pitt,Wanted ,Common,assassin|bobble head doll|femme fatale|rejuvenation|strong female lead,http://www.imdb.com/title/tt0493464/?ref_=fn_tt_tt_1,713,English,USA,R,75000000,2008,6.7,0
8850,122,136,Michael Biehn,134006721,Action|Adventure|Thriller,Nicolas Cage,The Rock ,Bokeem Woodbine,alcatraz|fbi|general|hostage|rocket,http://www.imdb.com/title/tt0117500/?ref_=fn_tt_tt_1,415,English,USA,R,75000000,1996,7.4,51000
10445,164,115,Ray Romano,195329763,Action|Adventure|Animation|Comedy|Family|Fantasy,Denis Leary,Ice Age: The Meltdown ,Jay Leno,flood|mammoth|no opening credits|squirrel|valley,http://www.imdb.com/title/tt0438097/?ref_=fn_tt_tt_1,253,English,USA,PG,80000000,2006,6.9,0
695,147,99,Peter Dante,120776832,Comedy|Romance,Adam Sandler,50 First Dates ,Allen Covert,dream|hawaii|hawaiian shirt|short term memory loss|veterinarian,http://www.imdb.com/title/tt0343660/?ref_=fn_tt_tt_1,456,English,USA,PG-13,75000000,2004,6.8,11000
43535,219,117,Elijah Kelley,118823091,Comedy|Drama|Family|Music|Musical|Romance,Jerry Stiller,Hairspray ,Paul Dooley,audition|best friend|dance|friend|tv dance show,http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1,401,English,USA,PG,75000000,2007,6.7,0
12519,167,125,Alan Ford,41814863,Horror|Mystery|Thriller,James D'Arcy,Exorcist: The Beginning ,Izabella Scorupco,archeologist|church|excavation|faith|relic,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,308,English,USA,R,50000000,2004,5.1,893
23210,70,110,Rene Auberjonois,97360069,Action|Adventure|Comedy|Family|Sci-Fi,Matthew Broderick,Inspector Gadget ,Rupert Everett,actor playing multiple roles|claw|gadget|inspector|police,http://www.imdb.com/title/tt0141369/?ref_=fn_tt_tt_1,231,English,USA,PG,75000000,1999,4.1,509
858,384,125,Common,117698894,Crime|Mystery|Thriller,Morgan Freeman,Now You See Me ,Michael Kelly,bank|fbi|heist|interpol|magician,http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1,629,English,USA,PG-13,75000000,2013,7.3,105000
867,179,102,Adam Sandler,162001186,Comedy,Steve Buscemi,Grown Ups ,Salma Hayek,basketball|coach|daughter|high school|high school basketball,http://www.imdb.com/title/tt1375670/?ref_=fn_tt_tt_1,311,English,USA,PG-13,80000000,2010,6,12000
78,151,128,Chi McBride,77032279,Comedy|Drama,Tom Hanks,The Terminal ,Barry Shabaka Henley,airport|construction site|fish out of water|flight attendant|man without a country,http://www.imdb.com/title/tt0362227/?ref_=fn_tt_tt_1,596,English,USA,PG-13,60000000,2004,7.3,16000
13203,12,43,Matt Ryan,,Drama|Fantasy|Horror|Thriller,Harold Perrineau,Constantine             ,Charles Halford,based on comic|based on comic book|dc arrowverse|dc comics|supernatural,http://www.imdb.com/title/tt3489184/?ref_=fn_tt_tt_1,94,English,USA,TV-14,,,7.5,10000
10442,107,100,Kevin Dillon,73023275,Comedy|Family,Don Cheadle,Hotel for Dogs ,Yvette Nicole Brown,abandoned hotel|dog|foster home|overalls|playing with a dog,http://www.imdb.com/title/tt0785006/?ref_=fn_tt_tt_1,57,English,USA,PG,35000000,2009,5.4,1000
11074,134,124,Scott Glenn,68473360,Action|Adventure|Drama|Thriller,Nicholas Lea,Vertical Limit ,Ben Mendelsohn,death|die hard scenario|k2|rescue|urination,http://www.imdb.com/title/tt0190865/?ref_=fn_tt_tt_1,379,English,USA,PG-13,75000000,2000,5.9,0
33367,269,102,Tom Hanks,66636385,Biography|Comedy|Drama|History,Philip Seymour Hoffman,Charlie Wilson's War ,Jud Tylor,afghanistan|arms dealer|based on true story|cia|texas,http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1,289,English,USA,R,75000000,2007,7.1,0
9607,143,90,Martin Scorsese,160762022,Adventure|Animation|Comedy|Family,Robert De Niro,Shark Tale ,Angelina Jolie Pitt,anchor|fish|mobster|shark|vegetarian,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,288,English,USA,PG,75000000,2004,6,0
17585,241,130,Jennifer Hudson,103338338,Drama|Music|Musical,Loretta Devine,Dreamgirls ,Anika Noni Rose,1960s|fire|pop chart|singer|trio,http://www.imdb.com/title/tt0443489/?ref_=fn_tt_tt_1,503,English,USA,PG-13,70000000,2006,6.5,0
9057,12,45,Brent Sexton,,Crime|Drama|Mystery,Adam Arkin,Life             ,Damian Lewis,cop|murder|partner|police|protective male,http://www.imdb.com/title/tt0874936/?ref_=fn_tt_tt_1,67,English,USA,,,,8.3,0
20967,161,118,Christina Milian,55808744,Comedy|Crime|Music,Dwayne Johnson,Be Cool ,Debi Mazar,concert|mobster|russian|sequel|widow,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,323,English,USA,PG-13,53000000,2005,5.7,0
10635,298,163,Moritz Bleibtreu,47379090,Drama|History|Thriller,Ayelet Zurer,Munich ,Mathieu Amalric,arab|black september|israel|jew|munich olympics,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,824,English,France,R,70000000,2005,7.6,0
9479,89,142,Tom Skerritt,43426961,Action|Drama|Thriller|War,Bruce Willis,Tears of the Sun ,Cole Hauser,dictator|doctor|jungle|rebel|refugee,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,394,English,USA,R,70000000,2003,6.6,0
10057,140,100,Lisa Ann Walter,47000485,Action|Comedy|Romance|Thriller,Tom Selleck,Killers ,Catherine O'Hara,hired killer|marriage|neighbor|on the run|store clerk,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1,120,English,USA,PG-13,75000000,2010,5.4,0
11969,362,116,Elizabeth Debicki,45434443,Action|Adventure|Comedy,Henry Cavill,The Man from U.N.C.L.E. ,Christian Berkel,box office flop|cia agent|criminal organization|kgb agent|nuclear bomb,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,360,English,USA,PG-13,75000000,2015,7.3,43000
41590,124,131,Paz Vega,42044321,Comedy|Drama|Romance,Adam Sandler,Spanglish ,Sarah Steele,chef|college|housekeeper|letter|mexico,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,342,English,USA,PG-13,80000000,2004,6.5,0
319,190,91,Jon Heder,73661010,Animation|Comedy|Family|Fantasy|Mystery,Steve Buscemi,Monster House ,Catherine O'Hara,babysitter|halloween|house|neighbor|suburb,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,229,English,USA,PG,75000000,2006,6.6,0
26408,132,123,Brían F. O'Byrne,41523271,Comedy|Crime|Drama|Romance,Bruce Willis,Bandits ,Azura Skye,bank manager|hypochondriac|love triangle|prison|television,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,261,English,USA,PG-13,80000000,2001,6.6,0
15139,53,134,Ben Cross,37600435,Action|Adventure|Romance|Thriller,Julia Ormond,First Knight ,John Gielgud,battle|king|king arthur|knight|marriage,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,180,English,USA,PG-13,55000000,1995,5.9,0
161158,91,148,Geoffrey Palmer,39251128,Drama|History|Romance,Bai Ling,Anna and the King ,Randall Duk Kim,1860s|children|king|schoolteacher|siam,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,217,English,USA,PG-13,75000000,1999,6.7,0
218473,284,110,Daniel Sharman,83503161,Action|Drama|Fantasy|Romance,Henry Cavill,Immortals ,Steve Byers,burned alive|castration|olympus|torture|torture device,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,405,English,USA,R,75000000,2011,6.1,30000
85247,152,113,Bruce Willis,34636443,Action|Crime|Drama|Mystery|Thriller,Jimmy Bennett,Hostage ,Ransford Doherty,california|hostage|hostage negotiator|organized crime|police,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,288,English,USA,R,52000000,2005,6.6,0
11446,131,94,Janeane Garofalo,22751979,Action|Adventure|Animation|Family|Sci-Fi,Matt Damon,Titan A.E. ,Nathan Lane,alien|captain|escape|pilot|scientist,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,377,English,USA,PG,75000000,2000,6.6,0
51980,132,116,Bruce Greenwood,30013346,Action|Comedy|Crime|Thriller,Harrison Ford,Hollywood Homicide ,Lena Olin,audition|kissing while having sex|machismo|murder|sex,http://www.imdb.com/title/tt0329717/?ref_=fn_tt_tt_1,254,English,USA,PG-13,75000000,2003,5.3,648
24405,67,99,Sean Pertwee,14567883,Action|Drama|Sci-Fi,Connie Nielsen,Soldier ,Jason Scott Lee,crash survivor|planet|sergeant|soldier|survivor,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,373,English,UK,R,75000000,1998,6,0
11655,130,84,Kiernan Shipka,90820,Drama|Horror|Sci-Fi|Thriller,Christopher Meloni,Carriers ,Lou Taylor Pucci,beach|disease|latex gloves|pandemic|virus,http://www.imdb.com/title/tt0806203/?ref_=fn_tt_tt_1,119,English,USA,PG-13,,2009,6,0
11800,74,93,Bridget Fonda,5409517,Animation|Comedy|Fantasy,Brendan Fraser,Monkeybone ,Megan Mullally,carnival|coma|death|monkey|nightmare,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,171,English,USA,PG-13,75000000,2001,4.7,683
8223,114,113,Tony Curran,21009180,Action|Adventure|Drama|Thriller,Dennis Quaid,Flight of the Phoenix ,Miranda Otto,captain|desert|rescue|stranded|survivor,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,222,English,USA,PG-13,45000000,2004,6.1,1000
14587,294,106,Bruce Willis,94999143,Drama|Mystery|Sci-Fi|Thriller,Robin Wright,Unbreakable ,Michael Kelly,child with gun|comic book|invulnerability|superhero|train crash,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,1344,English,USA,PG-13,75000000,2000,7.2,0
31504,308,91,Jon Hamm,336029560,Action|Animation|Comedy|Family|Sci-Fi,Steve Carell,Minions ,Steve Coogan,antarctica|minion|queen|super villain|villain,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,275,English,USA,PG,74000000,2015,6.4,70000
41653,435,128,Abbie Cornish,36381716,Action|Fantasy,Jon Hamm,Sucker Punch ,Scott Glenn,alternate reality|escape|girl gang|prostitution|samurai,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,918,English,USA,PG-13,82000000,2011,6.1,42000
53185,117,98,Mike Starr,55585389,Crime|Mystery|Thriller,Nicolas Cage,Snake Eyes ,John Heard,assassination|boxing|casino|conspiracy|long take,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,241,English,USA,R,69000000,1998,5.9,880
95743,108,134,James Pickens Jr.,36976367,Drama|Mystery|Sci-Fi|Thriller,Peter Coyote,Sphere ,Huey Lewis,manifestation|ocean|spacecraft|spaceship|sphere,http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1,274,English,USA,PG-13,75000000,1998,6,0
23637,141,97,Josh Gad,107225164,Action|Animation|Comedy|Family,Peter Dinklage,The Angry Birds Movie ,Keegan-Michael Key,butt|downward duck|fish|kingfisher|pig,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,126,English,USA,PG,73000000,2016,6.3,14000
17600,176,112,Ray Winstone,70224196,Action|Adventure|Comedy|Romance|Thriller,Matthew McConaughey,Fool's Gold ,Alexis Dziena,debt|rapper|treasure|treasure hunter|yacht,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1,138,English,USA,PG-13,70000000,2008,5.6,0
10897,230,153,RZA,51814190,Comedy|Drama,Adam Sandler,Funny People ,Maude Apatow,breasts|comedian|craigslist|infidelity|stand up comedian,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1,301,English,USA,R,75000000,2009,6.4,0
349394,234,110,Frances Fisher,47456450,Action|Drama|Thriller,Jennifer Garner,The Kingdom ,Tim McGraw,al qaeda|bomb making|fbi|saudi arabia|stabbed in the crotch,http://www.imdb.com/title/tt0431197/?ref_=fn_tt_tt_1,289,English,USA,R,70000000,2007,7.1,0
21352,164,122,Leslie Bibb,148213377,Action|Comedy|Sport,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby ,Gary Cole,car racing|french|friend|nascar|racing,http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1,437,English,USA,PG-13,73000000,2006,6.6,0
68806,91,87,Jeffrey Jones,112950721,Comedy|Family|Fantasy,Raven-Symoné,Dr. Dolittle 2 ,Kevin Pollak,bear|doctor|false accusation|man with glasses|second part,http://www.imdb.com/title/tt0240462/?ref_=fn_tt_tt_1,79,English,USA,PG,72000000,2001,4.6,266
37345,132,178,Patrick McGoohan,75600000,Biography|Drama|History|War,Mhairi Calvey,Braveheart ,James Robinson,14th century|legend|revolt|scotland|tyranny,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1,1065,English,USA,R,72000000,1995,8.4,17000
32562,262,125,Brian Geraghty,62647540,Action|Drama|War,Jake Gyllenhaal,Jarhead ,James Morrison,american abroad|gulf war|u.s. military|u.s. soldier|usmc,http://www.imdb.com/title/tt0418763/?ref_=fn_tt_tt_1,657,English,Germany,R,70000000,2005,7.1,0
47507,299,87,Yeardley Smith,183132370,Adventure|Animation|Comedy,Albert Brooks,The Simpsons Movie ,Marcia Wallace,alaska|dome|lake|pig|the simpsons,http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1,763,English,USA,PG-13,75000000,2007,7.4,0
25403,128,152,Hal Holbrook,27796042,Drama|Romance,Martin Landau,The Majestic ,Jeffrey DeMunn,amnesia|california|communist|small town|writer,http://www.imdb.com/title/tt0268995/?ref_=fn_tt_tt_1,376,English,USA,PG,72000000,2001,6.9,0
124304,109,116,Estella Warren,32616869,Action|Drama|Sport,Sylvester Stallone,Driven ,Cristián de la Fuente,car race|german|race car|race car driver|rookie,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,346,English,USA,PG-13,72000000,2001,4.5,886
9066,88,109,Jean-Claude Dreyfus,18947630,Adventure|Drama|Family,David Gant,Two Brothers ,Oanh Nguyen,circus|death of protagonist|jungle|killing an animal|tiger,http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1,124,English,France,PG,59660000,2004,7.1,2000
771,261,108,Judy Greer,114195633,Drama|Mystery|Romance|Thriller,Bryce Dallas Howard,The Village ,William Hurt,creature|pact|plot twist|village|woods,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,2003,English,USA,PG-13,60000000,2004,6.5,0
251,73,85,Raven-Symoné,144156464,Comedy|Family|Fantasy,Oliver Platt,Doctor Dolittle ,Peter Boyle,box office hit|doctor|dog|first part|tiger,http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1,98,English,USA,PG-13,71500000,1998,5.3,694
812,208,106,Merritt Wever,227965690,Drama|Sci-Fi|Thriller,Rory Culkin,Signs ,Cherry Jones,crop circle|faith|farm|glass of water|loss of faith,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,2335,English,USA,PG-13,72000000,2002,6.7,0
280,205,93,Jennifer Saunders,436471036,Adventure|Animation|Comedy|Family|Fantasy|Romance,Rupert Everett,Shrek 2 ,Conrad Vernon,drag queen|physical appearance|princess|queen|sequel,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,483,English,USA,PG,150000000,2004,7.2,0
581,256,117,Cheech Marin,244052771,Adventure|Animation|Comedy|Family|Sport,John Ratzenberger,Cars ,George Carlin,car|desert|route 66|tow truck|truck,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,584,English,USA,G,120000000,2006,7.2,0
80350,103,116,Christopher Meloni,152149590,Comedy|Romance,Julia Roberts,Runaway Bride ,Hector Elizondo,bride|columnist|journalist|maryland|wedding,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1,255,English,USA,PG,70000000,1999,5.5,0
268,191,132,Eve,141204016,Action|Adventure|Thriller,Vin Diesel,xXx ,Leila Arcieri,agent|nsa|nsa agent|prague|russian,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,737,English,USA,PG-13,70000000,2002,5.8,10000
274,147,92,Billy West,162495848,Adventure|Animation|Comedy|Family|Fantasy,Tim Conway,The SpongeBob Movie: Sponge Out of Water ,Eddie Deezen,book|magic|pirate|plankton|time machine,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,133,English,USA,PG,74000000,2015,6,16000
408,79,139,Delroy Lindo,136448821,Crime|Thriller,Lili Taylor,Ransom ,Rene Russo,bounty|fbi|millionaire|money|ransom,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,158,English,USA,R,80000000,1996,6.6,1000
10020,486,153,Brad Pitt,120523073,Adventure|Drama|War,Michael Fassbender,Inglourious Basterds ,Christoph Waltz,france|german|nazis|revenge|scalping,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1,1527,English,USA,R,75000000,2009,8.3,42000
10895,75,142,Julia Roberts,119654900,Adventure|Comedy|Family|Fantasy,Robin Williams,Hook ,Bob Hoskins,1990s|caught in a net|children|duel|hero,http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1,363,English,USA,PG,70000000,1991,6.7,13000
114,245,101,Rufus Sewell,72660029,Action|Adventure,Dwayne Johnson,Hercules ,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary,http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1,269,English,USA,PG-13,100000000,2014,6,21000
41043,142,124,John Amos,117541000,Action|Thriller,Bruce Willis,Die Hard 2 ,Franco Nero,airport|fuel|plane|police|terrorist,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,316,English,USA,R,70000000,1990,7.1,0
576,144,117,Josh Charles,116643346,Action|Adventure|Crime|Thriller,Jeremy Renner,S.W.A.T. ,LL Cool J,hostage|police|prison|swat team|training,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,340,English,USA,PG-13,80000000,2003,6,0
15477,39,45,Katia Winter,,Adventure|Drama|Fantasy|Mystery|Thriller,Nicole Beharie,Sleepy Hollow             ,Lyndie Greenwood,apocalypse|death|husband wife relationship|mother son relationship|murder,http://www.imdb.com/title/tt2647544/?ref_=fn_tt_tt_1,110,English,USA,TV-14,,,7.5,14000
59146,153,141,Ivana Milicevic,100614858,Fantasy|Mystery|Romance|Sci-Fi|Thriller,Tom Cruise,Vanilla Sky ,Noah Taylor,death|dream|love|lynchian|reality,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,1248,English,USA,R,68000000,2001,6.9,0
124472,284,110,Freddy Rodríguez,42272747,Drama|Fantasy|Mystery|Thriller,Bryce Dallas Howard,Lady in the Water ,Bob Balaban,apartment|bedtime story|eagle|stuttering|swimming pool,http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1,1040,English,USA,PG-13,70000000,2006,5.6,0
30528,247,109,Colin Salmon,80281096,Action|Horror|Sci-Fi|Thriller,Sanaa Lathan,AVP: Alien vs. Predator ,Raoul Bova,alien|antarctica|predator|pyramid|satellite,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,1283,English,USA,PG-13,60000000,2004,5.6,0
7300,107,88,Bridgit Mendler,219613391,Animation|Comedy|Family|Fantasy|Music,Amy Poehler,Alvin and the Chipmunks: The Squeakquel ,Jesse McCartney,adidas|chipmunk|hospital|school|waste container,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1,98,English,USA,PG,75000000,2009,4.5,2000
10824,141,124,Marc Blucas,78120196,Action|Drama|History|War,Jon Hamm,We Were Soldiers ,Chris Klein,air cavalry|battle|major|soldier|vietnamese,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1,742,English,USA,R,75000000,2002,7.1,5000
261246,358,119,Morgan Freeman,98895417,Action|Thriller,Gerard Butler,Olympus Has Fallen ,Radha Mitchell,political thriller|politics|president|speaker of the house|u.s. president,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,698,English,USA,R,70000000,2013,6.5,45000
275,160,103,Jonathan Frakes,70117571,Action|Adventure|Sci-Fi|Thriller,LeVar Burton,Star Trek: Insurrection ,Michael Dorn,alien|captain|commander|conspiracy|planet,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1,515,English,USA,PG,58000000,1998,6.4,1000
25059,355,116,Jim Parrack,83552429,Action|Sci-Fi,Noel Fisher,Battle Los Angeles ,Ramon Rodriguez,alien|extraterrestrial|invasion|marine|mission,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,800,English,USA,PG-13,70000000,2011,5.8,25000
11827,235,125,Alison Lohman,66257002,Adventure|Drama|Fantasy,Steve Buscemi,Big Fish ,Albert Finney,dog saved from a fire|flashback|growing up|multiple narrators|traveling salesman,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,816,English,USA,PG-13,70000000,2003,8,26000
8766,59,125,Peter Gerety,65012000,Drama|Horror|Romance|Thriller,David Hyde Pierce,Wolf ,Ron Rifkin,blood|publisher|publishing house|werewolf|wolf,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1,137,English,USA,R,70000000,1994,6.2,0
23570,388,146,Benedict Cumberbatch,79883359,Drama|War,Jeremy Irvine,War Horse ,Eddie Marsan,barbed wire|british|cavalry|horse|world war one,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,488,English,USA,PG-13,66000000,2011,7.2,28000
47333,371,118,Matt Damon,78031620,Drama|War,Bill Murray,The Monuments Men ,Bob Balaban,art|art expert|nazi stolen art|soldier|world war two,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,403,English,USA,PG-13,70000000,2014,6.1,34000
54850,82,171,Todd Graff,54222000,Adventure|Drama|Sci-Fi|Thriller,Michael Biehn,The Abyss ,Mary Elizabeth Mastrantonio,alien|estranged couple|ocean|submarine|underwater,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,380,English,USA,PG-13,69500000,1989,7.6,0
51242,297,136,Austin Pendleton,52474616,Drama,Frank Langella,Wall Street: Money Never Sleeps ,John Buffalo Mailer,corporate greed|crisis|economy|greed|mentor,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,245,English,USA,PG-13,70000000,2010,6.3,13000
10112,261,92,Sarah Gadon,55942830,Action|Drama|Fantasy|Horror|War,Dominic Cooper,Dracula Untold ,Zach McGowan,death of wife|dracula|tarantula|turk|vampire,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,423,English,USA,PG-13,70000000,2014,6.3,37000
4307,120,116,Bruce Willis,40932372,Action|Thriller,Denzel Washington,The Siege ,Mark Valley,abduction|martial law|military|new york city|terrorist,http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1,281,English,USA,R,70000000,1998,6.3,0
46029,228,127,David Kelly,38345403,Adventure|Family|Fantasy|Romance,Henry Cavill,Stardust ,Nathaniel Parker,king|magic|one word title|pirate|village,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,492,English,UK,PG-13,70000000,2007,7.7,15000
32308,76,136,Mako,37901509,Adventure|Biography|Drama|History|War,Brad Pitt,Seven Years in Tibet ,Victor Wong,austria|dalai lama|himalaya|mountain|tibet,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1,119,English,USA,PG-13,70000000,1997,7,0
88893,185,111,Clint Howard,48430355,Comedy|Drama,Channing Tatum,The Dilemma ,Chelcie Ross,best friend|friend|investigation|secret|two word title,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,141,English,USA,PG-13,70000000,2011,5.3,0
52873,128,116,Brooke Smith,30157016,Action|Adventure|Comedy|Thriller,Anthony Hopkins,Bad Company ,Garcelle Beauvais,cia|cia agent|terrorist|twin|twin brother,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1,189,English,USA,PG-13,70000000,2002,5.6,792
123505,237,113,Ben Daniels,28031250,Action|Adventure|Horror|Sci-Fi,Dwayne Johnson,Doom ,Dexter Fletcher,commando unit|extra chromosome|first person shooter|special forces|teleportation,http://www.imdb.com/title/tt0419706/?ref_=fn_tt_tt_1,814,English,UK,R,60000000,2005,5.2,0
340210,105,97,Phill Lewis,33105600,Action|Adventure|Comedy|Thriller,Gary Cole,I Spy ,Tate Taylor,boxer|espionage|spy|stealth|top secret,http://www.imdb.com/title/tt0297181/?ref_=fn_tt_tt_1,141,English,USA,PG-13,70000000,2002,5.4,531
44281,242,88,Stephen Rea,62321039,Action|Fantasy|Horror,Theo James,Underworld: Awakening ,Sandrine Holt,battle|cryogenics|detective|scientist|vampire,http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1,271,English,USA,R,70000000,2012,6.4,24000
28121,360,136,Shane Hartline,38509342,Comedy|Drama|Musical|Romance,James Martin Kelly,Rock of Ages ,Celina Beach,concert|love|music industry|panties|pole dancer,http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1,356,English,USA,PG-13,75000000,2012,5.9,33000
12520,112,125,Cole Hauser,19076815,Drama|War,Bruce Willis,Hart's War ,Rory Cochrane,colonel|honor|lieutenant|pilot|racism,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1,196,English,USA,R,60000000,2002,6.3,997
1592,189,116,Robert De Niro,25093607,Action|Crime|Thriller,Jason Statham,Killer Elite ,Ben Mendelsohn,australia|death|mentor|revenge|secret society,http://www.imdb.com/title/tt1448755/?ref_=fn_tt_tt_1,157,English,UK,R,35000000,2011,6.5,17000
166901,151,98,Chris Klein,18990542,Action|Sci-Fi|Sport,LL Cool J,Rollerball ,Andrew Bryniarski,ball|blood|skating|song|year 2005,http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1,289,English,USA,R,70000000,2002,3,584
36447,92,91,Sandrine Holt,14294842,Action|Crime|Sci-Fi|Thriller,Talisa Soto,Ballistic: Ecks vs. Sever ,Gregg Henry,blood splatter|camera shot from inside human body|combat|die hard scenario|fbi,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,277,English,USA,R,70000000,2002,3.6,391
19042,79,97,Minnie Driver,19819494,Action|Crime|Drama|Thriller,Morgan Freeman,Hard Rain ,Randy Quaid,dam|flood|money|police|sheriff,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1,126,English,USA,R,70000000,1998,5.8,815
38884,81,95,Brandy Norwood,13596911,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,Ron Howard,Osmosis Jones ,David Hyde Pierce,blood|body|egg|virus|white blood cell,http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1,123,English,USA,PG,70000000,2001,6.2,2000
47449,51,88,Oliver Platt,8460990,Adventure|Animation|Family|Fantasy|Musical,Lea Michele,Legends of Oz: Dorothy's Return ,Jim Belushi,jester|kansas|oz|princess|tornado,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1,54,English,USA,PG,70000000,2013,5.6,5000
36259,261,133,Archie Kao,7097125,Action|Crime|Drama|Mystery|Thriller,Chris Hemsworth,Blackhat ,Brandon Molale,chinese|computer|cybercrime|hacker|one word title,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,207,English,USA,R,70000000,2015,5.4,11000
