,id,budget,budget_norm,budget_log,genres,popularity,popularity_norm,release_date,revenue,revenue_norm,revenue_log,runtime,runtime_norm,title,vote_average,vote_average_norm,vote_count,vote_count_norm,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,director
5765,2103,47000000,0.123678445,7.672097858," Drama, Science Fiction, Mystery, Romance",10.642824,1.94E-02,11/27/2002,30002758,0.010761028,7.477161179,99,0.292899408,Solaris,5.9,6.48E-01,378,0.026856128,George Clooney, Natascha McElhone, Viola Davis, Jeremy Davies, Ulrich Tukur, Michael Ensign," Supervisor, Kenji Sweeney"
5766,9016,140000000,0.368416897,8.146128036," Adventure, Animation, Family, Fantasy, Science Fiction",16.141913,2.95E-02,11/26/2002,109578115,0.039303493,8.039723825,95,0.281065089,Treasure Planet,7.2,7.91E-01,980,0.069626998,Joseph Gordon-Levitt, Brian Murray, David Hyde Pierce, Emma Thompson, Michael Wincott, Martin Short,
5782,13945,4000000,0.010519806,6.602059991," Action, Adventure, Fantasy",3.523637,6.43E-03,4/1/1982,39103425,0.014025298,7.592214798,100,0.295857988,The Sword and the Sorcerer,5.6,6.15E-01,30,0.002131439,Lee Horsley, Richard Lynch, Kathleen Beller, Simon MacCorkindale, George Maharis, Richard Moll,Albert Pyun
5783,14433,3500000,0.009204008,6.544068044," Action, Drama, History, War",11.604242,2.12E-02,1/22/1964,8000000,0.002868974,6.903089987,138,0.408284024,Zulu,7.4,8.13E-01,137,0.00973357,Stanley Baker, Jack Hawkins, Ulla Jacobsson, James Booth, Michael Caine, Nigel Green,Cy Endfield
5784,9932,60000000,0.157889197,7.77815125," Comedy, Crime",9.927412,1.81E-02,12/6/2002,55003135,0.019728281,7.740387444,96,0.284023669,Analyze That,5.7,6.26E-01,385,0.027353464,Robert De Niro, Billy Crystal, Lisa Kudrow, Joe Viterelli, Cathy Moriarty, Donna Marie Recco,Harold Ramis
5785,13369,4000000,0.010519806,6.602059991," Action, Drama",2.148655,3.92E-03,12/6/2002,18591272,0.006667902,7.269309105,90,0.266272189,Empire,6.4,7.03E-01,33,0.002344583,John Leguizamo, Peter Sarsgaard, Denise Richards, Vincent Laresca, Isabella Rossellini, Delilah Cotto,Franc. Reyes
5786,2757,19000000,0.04999375,7.278753601," Comedy, Crime, Drama",11.624481,2.12E-02,12/6/2002,32801173,0.011764776,7.515889375,114,0.337278107,Adaptation.,7.3,8.02E-01,649,0.046110124,Nicolas Cage, Meryl Streep, Chris Cooper, Tilda Swinton, Cara Seymour, Ron Livingston,Spike Jonze
5787,7299,20000000,0.052625346,7.301029996," Action, Science Fiction, Thriller",12.671637,2.31E-02,12/6/2002,5359645,0.001921919,6.729136025,107,0.316568047,Equilibrium,6.9,7.58E-01,1584,0.112539964,Christian Bale, Taye Diggs, Emily Watson, Angus Macfadyen, Sean Bean, Dominic Purcell,
5799,17360,10000000,0.026309384,7," Action, Drama",9.865257,1.80E-02,6/17/1981,27453418,0.009846618,7.438596423,116,0.343195266,Escape to Victory,6.7,7.36E-01,163,0.011580817,Michael Caine, Sylvester Stallone, Max von Sydow, Pelé, Carole Laure, Bobby Moore,John Huston
5802,40952,20000000,0.052625346,7.301029996," Horror, Thriller",1.057387,1.93E-03,11/12/1982,8178569,0.002933024,6.912677322,93,0.275147929,Alone in the Dark,5.5,6.04E-01,26,0.001847247,Jack Palance, Donald Pleasence, Martin Landau, Dwight Schultz, Erland van Lidth, Deborah Hedwall,Jack Sholder
5811,16363,35000000,0.09209929,7.544068044,Comedy,2.171346,3.96E-03,7/23/1982,69701637,0.025000409,7.843242978,114,0.337278107,The Best Little Whorehouse in Texas,5.9,6.48E-01,41,0.002912966,Burt Reynolds, Dolly Parton, Dom DeLuise, Charles Durning, Jim Nabors, Robert Mandan,Colin Higgins
5820,67772,850000,0.002230278,5.929418926," Comedy, Drama",1.094395,2.00E-03,11/12/1982,840000,0.000300792,5.924279286,109,0.322485207,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",4.9,5.38E-01,14,0.000994671,Cher, Sandy Dennis, Karen Black, Sudie Bond, Kathy Bates, Marta Heflin,Robert Altman
5825,13497,20000000,0.052625346,7.301029996," Drama, Romance, Comedy, Music",5.270187,9.62E-03,12/13/2002,57588485,0.020655607,7.760335654,118,0.349112426,Drumline,6.2,6.81E-01,118,0.008383659,Nick Cannon, Zoe Saldana, Orlando Jones, Leonard Roberts, GQ, Earl Poitier,Charles Stone III
5827,7303,55000000,0.144731215,7.740362689," Comedy, Drama, Romance",7.291939,1.33E-02,12/13/2002,154906693,0.055562162,8.190070183,105,0.310650888,Maid in Manhattan,5.6,6.15E-01,493,0.035026643,Jennifer Lopez, Ralph Fiennes, Natasha Richardson, Stanley Tucci, Tyler Posey, Frances Conroy,
5828,201,60000000,0.157889197,7.77815125," Science Fiction, Action, Adventure, Thriller",11.367801,2.08E-02,12/13/2002,67312826,0.024143579,7.828097824,117,0.346153846,Star Trek: Nemesis,6.1,6.70E-01,488,0.034671403,Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn, Gates McFadden,art Baird
5829,2755,30000000,0.078941309,7.477121255," Drama, Comedy",11.066473,2.02E-02,12/13/2002,105834556,0.037960736,8.024627492,125,0.369822485,About Schmidt,6.7,7.36E-01,365,0.025932504,Jack Nicholson, Kathy Bates, Hope Davis, Dermot Mulroney, June Squibb, Howard Hesseman,Alexander Payne
5836,121,79000000,0.207889526,7.897627091," Adventure, Fantasy, Action",29.423537,5.37E-02,12/18/2002,926287400,0.332244642,8.966745757,179,0.529585799,The Lord of the Rings: The Two Towers,8,8.79E-01,7641,0.542877442,Elijah Wood, Ian McKellen, Viggo Mortensen, Liv Tyler, Orlando Bloom, John Rhys-Davies,"Peter Jackson,  Supervisor, Guy Williams"
5838,1429,15000000,0.039467365,7.176091259," Crime, Drama",10.271871,1.88E-02,12/16/2002,13060843,0.004684221,7.115971209,135,0.399408284,25th Hour,7.2,7.91E-01,640,0.045470693,Edward Norton, Philip Seymour Hoffman, Barry Pepper, Rosario Dawson, Anna Paquin, Brian Cox,
5839,13435,12500000,0.032888374,7.096910013," Drama, Romance",10.944654,2.00E-02,12/19/2002,23367586,0.008381093,7.36861385,120,0.355029586,Antwone Fisher,6.7,7.36E-01,140,0.009946714,Derek Luke, Malcolm David Kelley, Cory Hodges, Denzel Washington, Joy Bryant, Salli Richardson-Whitfield,Denzel Washington
5840,3131,100000000,0.263153047,8," Drama, History, Crime",14.922399,2.73E-02,12/14/2002,193772504,0.069502735,8.287292151,167,0.49408284,Gangs of New York,7.1,7.80E-01,1964,0.139538188,Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Liam Neeson, Brendan Gleeson, John C. Reilly,
5841,2642,60000000,0.157889197,7.77815125," Comedy, Romance",7.738531,1.41E-02,12/19/2002,93354918,0.03348448,7.970137202,101,0.298816568,Two Weeks Notice,5.9,6.48E-01,505,0.035879218,Sandra Bullock, Hugh Grant, Alicia Witt, Dana Ivey, Robert Klein, Heather Burns,Marc Lawrence
5843,11022,6500000,0.017098797,6.812913357," Action, Crime, Drama, Thriller",5.20644,9.51E-03,1/14/2002,12633747,0.004531029,7.101532176,105,0.310650888,Narc,6.8,7.47E-01,144,0.010230906,Jason Patric, Ray Liotta, Chi McBride, Busta Rhymes, Lloyd Adams, Lina Giornofelice,Joe Carnahan
5846,2149,30000000,0.078941309,7.477121255," Drama, Thriller, Romance",4.655727,8.50E-03,1/15/1993,13273595,0.004760532,7.122988562,101,0.298816568,Body of Evidence,4.5,4.95E-01,57,0.004049734,Madonna, Willem Dafoe, Julianne Moore, Anne Archer, Jürgen Prochnow, Frank Langella,
5851,25848,1750000,0.004598714,6.243038049," Adventure, Drama",4.250819,7.76E-03,12/17/1957,2200000,0.000788603,6.342422681,109,0.322485207,Legend of the Lost,6.1,6.70E-01,12,0.000852575,John Wayne, Sophia Loren, Rossano Brazzi, Kurt Kasznar, Ibrahim El Hadish, Angela Portaluri,Henry Hathaway
5857,81048,130000,0.000335529,5.113943352,Crime,0.471913,8.61E-04,12/18/1997,1596,6.88675E-08,3.203032887,70,0.207100592,Running Time,6.2,6.81E-01,5,0.00035524,Bruce Campbell, Jeremy Roberts, Anita Barone, William Stanford Davis, Gordon Jennison Noice,,Line Josh Becker
5859,11706,6000000,0.015782999,6.77815125," Drama, War, Romance",3.666277,6.70E-03,8/21/1956,12500000,0.004483056,7.096910013,208,0.615384615,War and Peace,6.8,7.47E-01,50,0.003552398,Audrey Hepburn, Henry Fonda, Mel Ferrer, Vittorio Gassman, Herbert Lom, Oskar Homolka,King Vidor
5873,640,52000000,0.136836427,7.716003344," Drama, Crime",19.833077,3.62E-02,12/25/2002,352114312,0.126297523,8.546683678,141,0.417159763,Catch Me If You Can,7.7,8.46E-01,3917,0.278294849,Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams," Supervisor, Robin Kobrynski, Negative Cutter, Gary Burritt, Dolly Grip, Jerry Bertolami"
5874,10599,40000000,0.105257271,7.602059991," Comedy, Family, Fantasy",6.463613,1.18E-02,12/25/2002,41323171,0.014821487,7.61619364,108,0.319526627,Pinocchio,5.6,6.15E-01,144,0.010230906,Roberto Benigni, Jim Belushi, Nicoletta Braschi, Carlo Giuffrè, Kim Rossi Stuart, Luis Molteni,Roberto Benigni
5875,1574,45000000,0.118415253,7.653212514," Action, Comedy, Crime, Drama, Music",13.325347,2.43E-02,12/26/2002,306776732,0.110035626,8.486822417,113,0.334319527,Chicago,6.9,7.58E-01,695,0.04937833,Catherine Zeta-Jones, Renée Zellweger, Queen Latifah, Richard Gere, Christine Baranski, Taye Diggs,Rob Marshall
5876,590,25000000,0.065783328,7.397940009,Drama,14.686487,2.68E-02,12/27/2002,41597830,0.014920003,7.619070676,114,0.337278107,The Hours,7,7.69E-01,461,0.032753108,Nicole Kidman, Julianne Moore, Meryl Streep, Stephen Dillane, Miranda Richardson, George Loftus,Stephen Daldry
5879,423,35000000,0.09209929,7.544068044," Drama, War",14.811594,2.71E-02,9/24/2002,120072577,0.043067696,8.079443832,150,0.443786982,The Pianist,8.1,8.90E-01,1927,0.136909414,Adrien Brody, Thomas Kretschmann, Frank Finlay, Maureen Lipman, Emilia Fox, Ed Stoppard,Roman Polanski
5887,4912,30000000,0.078941309,7.477121255," Comedy, Crime, Drama, Romance, Thriller",11.331072,2.07E-02,12/30/2002,33013805,0.011841044,7.518695582,113,0.334319527,Confessions of a Dangerous Mind,6.6,7.25E-01,281,0.019964476,Sam Rockwell, Drew Barrymore, Julia Roberts, Rutger Hauer, Brad Pitt, Matt Damon,George Clooney
5888,4912,30000000,0.078941309,7.477121255," Comedy, Crime, Drama, Romance, Thriller",11.331072,2.07E-02,12/30/2002,33013805,0.011841044,7.518695582,113,0.334319527,Confessions of a Dangerous Mind,6.6,7.25E-01,281,0.019964476,Sam Rockwell, Drew Barrymore, Julia Roberts, Rutger Hauer, Brad Pitt, Matt Damon,George Clooney
5889,4912,30000000,0.078941309,7.477121255," Comedy, Crime, Drama, Romance, Thriller",7.645827,1.40E-02,12/30/2002,33013805,0.011841044,7.518695582,113,0.334319527,Confessions of a Dangerous Mind,6.6,7.25E-01,281,0.019964476,Sam Rockwell, Drew Barrymore, Julia Roberts, Rutger Hauer, Brad Pitt, Matt Damon,George Clooney
5890,4912,30000000,0.078941309,7.477121255," Comedy, Crime, Drama, Romance, Thriller",7.645827,1.40E-02,12/30/2002,33013805,0.011841044,7.518695582,113,0.334319527,Confessions of a Dangerous Mind,6.6,7.25E-01,281,0.019964476,Sam Rockwell, Drew Barrymore, Julia Roberts, Rutger Hauer, Brad Pitt, Matt Damon,George Clooney
5893,12090,18000000,0.047362154,7.255272505,Comedy,6.001152,1.10E-02,1/9/2003,101564935,0.036429288,8.006743795,95,0.281065089,Just Married,5.3,5.82E-01,415,0.029484902,Ashton Kutcher, Brittany Murphy, Christian Kane, David Moscow, Alex Thomas, Valeria Andrews,Shawn Levy
5899,9582,20000000,0.052625346,7.301029996," Comedy, Romance",4.444724,8.12E-03,1/17/2003,17432163,0.006252147,7.241351278,101,0.298816568,A Guy Thing,5.3,5.82E-01,85,0.006039076,Jason Lee, Julia Stiles, Selma Blair, James Brolin, Shawn Hatosy, Lochlyn Munro,Chris Koch
5903,598,3300000,0.008677689,6.51851394," Drama, Crime",14.95927,2.73E-02,2/5/2002,30641770,0.010990231,7.486313848,130,0.384615385,City of God,8.2,9.01E-01,1852,0.131580817,Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele,Fernando Meirelles
5910,8073,120000,0.000309213,5.079181246," Crime, Drama, Romance",5.648187,1.03E-02,8/5/1964,182857,6.50844E-05,5.26211159,97,0.286982249,Band of Outsiders,7.5,8.24E-01,103,0.00731794,Anna Karina, Claude Brasseur, Sami Frey, Danièle Girard, Louisa Colpeyn, Chantal Darget,Jean-Luc Godard
5944,12253,24000000,0.063151731,7.380211242," Action, Drama",11.269558,2.06E-02,1/31/2003,23510601,0.00843239,7.371263731,110,0.325443787,Biker Boyz,5,5.49E-01,63,0.004476021,Laurence Fishburne, Derek Luke, Orlando Jones, Djimon Hounsou, Lisa Bonet, Salli Richardson-Whitfield,Reggie Rock Bythewood
5945,9358,26000000,0.068414924,7.414973348," Horror, Mystery",12.638573,2.31E-02,1/31/2003,90426405,0.032434067,7.956295265,90,0.266272189,Final Destination 2,5.9,6.48E-01,1046,0.074316163,Ali Larter, A.J. Cook, Michael Landes, David Paetkau, James Kirk, Lynda Boyd,David R. Ellis
5950,10894,500000,0.001309219,5.698970004," Drama, Horror, Thriller, Romance",8.398158,1.53E-02,1/13/2002,150277,5.33985E-05,5.176892517,93,0.275147929,May,6.3,6.92E-01,153,0.010870337,Angela Bettis, Jeremy Sisto, Anna Faris, James Duval, Nichole Hiltz, Kevin Gage,Lucky McKee
5965,10724,18000000,0.047362154,7.255272505," Science Fiction, Action, Adventure, Thriller",8.97528,1.64E-02,6/13/1982,70687344,0.025353967,7.849341664,136,0.402366864,Firefox,5.5,6.04E-01,141,0.010017762,Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke, Ronald Lacey, Kenneth Colley,Clint Eastwood
6042,9919,50000000,0.131573234,7.698970004," Comedy, Romance",5.188107,9.48E-03,2/7/2003,177371441,0.063619924,8.248883694,116,0.343195266,How to Lose a Guy in 10 Days,6.3,6.92E-01,873,0.062024867,Kate Hudson, Matthew McConaughey, Kathryn Hahn, Annie Parisse, Adam Goldberg, Thomas Lennon,Donald Petrie
6043,6038,50000000,0.131573234,7.698970004," Action, Adventure, Comedy, Western",7.469778,1.36E-02,2/6/2003,88323487,0.031679782,7.946076207,115,0.340236686,Shanghai Knights,6,6.59E-01,707,0.050230906,Jackie Chan, Owen Wilson, Fann Wong, Aaron Taylor-Johnson, Aidan Gillen, Donnie Yen,David Dobkin
6044,14873,20000000,0.052625346,7.301029996," Family, Animation, Adventure",10.605851,1.94E-02,2/7/2003,135680000,0.048665841,8.132515835,72,0.213017751,The Jungle Book 2,5.6,6.15E-01,278,0.019751332,John Goodman, Haley Joel Osment, Mae Whitman, Connor Funk, Bob Joles, Tony Jay,Steve Trenbirth
6052,12139,35000000,0.09209929,7.544068044," Family, Comedy",10.378902,1.90E-02,6/23/1993,117270765,0.042062729,8.069189758,94,0.278106509,Dennis the Menace,5.5,6.04E-01,280,0.019893428,Walter Matthau, Mason Gamble, Joan Plowright, Christopher Lloyd, Lea Thompson, Robert Stanton,
6054,18587,4520000,0.011888236,6.655138435," Horror, Crime, Thriller, Drama",3.372304,6.16E-03,3/11/1983,7175592,0.002573272,6.855857737,101,0.298816568,10 to Midnight,6.1,6.70E-01,37,0.002628774,Charles Bronson, Lisa Eilbacher, Andrew Stevens, Geoffrey Lewis, Gene Davis, Wilford Brimley,J. Lee Thompson
6056,17264,2700000,0.007098731,6.431363764," Adventure, Family",10.246132,1.87E-02,10/17/1979,37799643,0.013557651,7.577487698,118,0.349112426,The Black Stallion,7,7.69E-01,59,0.004191829,Kelly Reno, Mickey Rooney, Teri Garr, Clarence Muse, Hoyt Axton, Michael Higgins,Carroll Ballard
6058,2984,3500000,0.009204008,6.544068044," Comedy, Romance",4.928589,9.00E-03,1/5/1967,2000000,0.000716866,6.301029996,113,0.334319527,A Countess from Hong Kong,5.9,6.48E-01,36,0.002557726,Marlon Brando, Sophia Loren, Tippi Hedren, Sydney Chaplin, Charlie Chaplin, Patrick Cargill,Charlie Chaplin
6064,33364,800000,0.002098698,5.903089987," Drama, Romance",2.46167,4.50E-03,12/10/1965,6792000,0.002435683,6.831997677,105,0.310650888,A Patch of Blue,7.6,8.35E-01,27,0.001918295,Sidney Poitier, Shelley Winters, Elizabeth Hartman, Wallace Ford, Ivan Dixon, Elisabeth Fraser,Guy Green
6065,33851,6000000,0.015782999,6.77815125," Crime, Drama, Action, Thriller",2.527521,4.62E-03,9/11/1987,1432687,0.000513379,6.15615132,107,0.316568047,A Prayer for the Dying,6.1,6.70E-01,16,0.001136767,Mickey Rourke, Bob Hoskins, Alan Bates, Sammi Davis, Christopher Fulford, Liam Neeson,Mike Hodges
6071,4911,15000000,0.039467365,7.176091259," Action, Crime, Drama, Thriller",4.98408,9.10E-03,12/14/2002,9237470,0.003312836,6.965553041,118,0.349112426,Dark Blue,6.5,7.14E-01,86,0.006110124,Kurt Russell, Scott Speedman, Michael Michele, Brendan Gleeson, Ving Rhames, Lolita Davidovich,"Sound Designer, Lance Brown, Ron Shelton"
6072,16072,56000000,0.147362812,7.748188027," Drama, History, War",5.374563,9.82E-03,2/21/2003,12923936,0.004635115,7.111394799,214,0.633136095,Gods and Generals,6.1,6.70E-01,49,0.00348135,Stephen Lang, Jeff Daniels, Robert Duvall, Kevin Conway, C. Thomas Howell, Jeremy London,
6073,11615,50000000,0.131573234,7.698970004," Drama, Thriller, Crime",9.930326,1.81E-02,2/21/2003,38955598,0.013972275,7.590569876,130,0.384615385,The Life of David Gale,7.3,8.02E-01,497,0.035310835,Kevin Spacey, Kate Winslet, Laura Linney, Gabriel Mann, Rhona Mitra, Matt Craven,Alan Parker
6074,11635,24000000,0.063151731,7.380211242,Comedy,16.195894,2.96E-02,2/21/2003,87055349,0.031224921,7.939795461,91,0.269230769,Old School,6.6,7.25E-01,552,0.039218472,Luke Wilson, Will Ferrell, Vince Vaughn, Ellen Pompeo, Leah Remini, Elisha Cuthbert,Todd Phillips
6082,10623,25000000,0.065783328,7.397940009," Action, Crime, Drama",8.364587,1.53E-02,2/28/2003,56489558,0.020261438,7.751968177,101,0.298816568,Cradle 2 the Grave,5.8,6.37E-01,242,0.017193606,Jet Li, DMX, Kelly Hu, Anthony Anderson, Tom Arnold, Mark Dacascos,
6098,10678,20000000,0.052625346,7.301029996,Comedy,5.762343,1.05E-02,3/7/2003,132675402,0.047588137,8.122790412,105,0.310650888,Bringing Down the House,5.4,5.93E-01,191,0.01357016,Steve Martin, Queen Latifah, Eugene Levy, Joan Plowright, Jean Smart, Kimberly J. Brown,Adam Shankman
6099,9567,70000000,0.184205159,7.84509804," Action, Drama, War",10.614987,1.94E-02,3/7/2003,85632458,0.030714551,7.93263841,121,0.357988166,Tears of the Sun,6.4,7.03E-01,582,0.041349911,Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund,"Negative Cutter, Mo Henry, Playback Singer, Harrison White, Dolly Grip, Animal"
6104,455,3500159,0.009204426,6.544087773," Comedy, Drama, Romance",6.262677,1.14E-02,4/11/2002,76578641,0.027467086,7.884107655,112,0.331360947,Bend It Like Beckham,6.2,6.81E-01,593,0.042131439,Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers, Anupam Kher, Shaheen Khan, Frank Harper,"Gurinder Chadha,  "
6105,10632,55000000,0.144731215,7.740362689," Drama, Action, Thriller, Crime",7.481524,1.37E-02,3/11/2003,34234008,0.012278712,7.534457748,94,0.278106509,The Hunted,6,6.59E-01,194,0.013783304,Tommy Lee Jones, Benicio del Toro, Connie Nielsen, Leslie Stefanson, John Finn,,William Friedkin
6111,36362,5037000,0.013248771,6.702171951,Drama,3.657476,6.68E-03,10/11/1961,14483352,0.005194454,7.160869086,168,0.49704142,King of Kings,7.2,7.91E-01,31,0.002202487,Jeffrey Hunter, Siobhán McKenna, Hurd Hatfield, Viveca Lindfors, Robert Ryan, Ron Randell,Nicholas Ray
6128,2671,1200000,0.003151337,6.079181246," Horror, Thriller",6.486126,1.18E-02,1/31/1998,8690429,0.003116621,6.939041216,96,0.284023669,Ringu,6.9,7.58E-01,310,0.022024867,Nanako Matsushima, Miki Nakatani, Hiroyuki Sanada, Yuko Takeuchi, Hitomi Satô, Yôichi Numata,Hideo Nakata
6129,9669,6000000,0.015782999,6.77815125,Horror,5.277814,9.64E-03,1/23/1999,18686644,0.00670211,7.271531312,92,0.272189349,Ringu 2,5.4,5.93E-01,81,0.005754885,Miki Nakatani, Hitomi Satô, Kyoko Fukada, Fumiyo Kohinata, Kenjiro Ishimaru, Yūrei Yanagi,Hideo Nakata
6131,42618,8000000,0.021046191,6.903089987," Comedy, Drama, Music, Romance",0.537378,9.80E-04,1/1/1969,20000000,0.007173191,7.301029996,149,0.440828402,Sweet Charity,6.5,7.14E-01,15,0.001065719,Shirley MacLaine, John McMartin, Ricardo Montalban, Sammy Davis, Jr., Chita Rivera,Bob Fosse
6135,9557,20000000,0.052625346,7.301029996,Comedy,6.515316,1.19E-02,10/1/2002,8586376,0.003079298,6.933809902,94,0.278106509,Boat Trip,4.7,5.16E-01,148,0.010515098,Cuba Gooding Jr., Horatio Sanz, Roselyn Sánchez, Vivica A. Fox, Maurice Godin, Roger Moore,Mort Nathan
6136,6171,68000000,0.178941967,7.832508913," Drama, Horror, Science Fiction, Thriller",7.694847,1.41E-02,3/21/2003,75715436,0.027157467,7.879184428,136,0.402366864,Dreamcatcher,5.2,5.71E-01,574,0.040781528,Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis, Timothy Olyphant, Tom Sizemore,Lawrence Kasdan
6146,29912,4100000,0.010782966,6.612783857,Drama,3.826281,6.99E-03,9/16/1953,36000000,0.012912147,7.556302501,135,0.399408284,The Robe,6.4,7.03E-01,43,0.003055062,Richard Burton, Jean Simmons, Victor Mature, Jay Robinson, Richard Boone, Leon Askin,Henry Koster
6147,28881,29000000,0.076309713,7.462397998," Action, Drama",8.004555,1.46E-02,9/11/1992,5519569,0.001979282,6.741905167,126,0.372781065,Wind,6.1,6.70E-01,10,0.00071048,Matthew Modine, Jennifer Grey, Cliff Robertson, Jack Thompson, Stellan Skarsgård, Rebecca Miller,Carroll Ballard
6149,10782,50000000,0.131573234,7.698970004," Action, Drama, Mystery, Thriller, Crime",14.327717,2.62E-02,4/18/2003,42792561,0.015348535,7.631368278,98,0.289940828,Basic,6.2,6.81E-01,290,0.020603908,John Travolta, Connie Nielsen, Samuel L. Jackson, Giovanni Ribisi, Tim Daly, Brian Van Holt,
6153,25461,800000,0.002098698,5.903089987," Drama, Romance",1.178723,2.15E-03,5/16/2002,2816116,0.001009594,6.44965054,88,0.26035503,Raising Victor Vargas,7.8,8.57E-01,14,0.000994671,Victor Rasuk, Judy Marte, Melonie Diaz, Altagracia Guzman, Silvestre Rasuk, Krystal Rodriguez,"Peter Sollett, Producer,  Robin O, Hara"
6165,8409,36000000,0.094730886,7.556302501," Action, Drama",17.714247,3.24E-02,4/4/2003,44350926,0.015907496,7.646902692,109,0.322485207,A Man Apart,5.8,6.37E-01,261,0.018543517,Vin Diesel, Larenz Tate, Timothy Olyphant, Geno Silva, Jacqueline Obradors, Steve Eastin,F. Gary Gray
6166,1817,13000000,0.034204172,7.113943352," Thriller, Drama",9.142772,1.67E-02,9/9/2002,97837138,0.035092184,7.99050374,81,0.23964497,Phone Booth,6.7,7.36E-01,1087,0.07722913,Colin Farrell, Kiefer Sutherland, Forest Whitaker, Radha Mitchell, Katie Holmes, Paula Jai Parker,Joel Schumacher
6170,21052,7500000,0.019730393,6.875061263," Crime, Drama",2.400607,4.38E-03,3/16/2003,209151,7.45157E-05,5.320459945,100,0.295857988,Levity,5.9,6.48E-01,26,0.001847247,Billy Bob Thornton, Morgan Freeman, Holly Hunter, Kirsten Dunst, Manuel Aranguiz, Geoffrey Wigdor,Ed Solomon
6172,9506,75000000,0.197363141,7.875061263,Comedy,9.409379,1.72E-02,4/11/2003,195745823,0.070210534,8.291692503,106,0.313609467,Anger Management,5.9,6.48E-01,937,0.066571936,Adam Sandler, Jack Nicholson, Luis Guzmán, Marisa Tomei, January Jones, Krista Allen,Peter Segal
6174,24982,13000000,0.034204172,7.113943352,Documentary,4.835446,8.83E-03,4/10/2003,17040871,0.006111797,7.231491789,92,0.272189349,Ghosts of the Abyss,7.1,7.80E-01,39,0.00277087,Bill Paxton, John Broadwater, James Cameron, Mike Cameron, Ken Marschall, Don Lynch,"Sound Designer, Christopher Boyes"
6175,2662,7000000,0.018414595,6.84509804,Horror,11.00913,2.01E-02,4/11/2003,16829545,0.006035997,7.226072375,89,0.263313609,House of 1000 Corpses,6,6.59E-01,310,0.022024867,Sid Haig, Bill Moseley, Sheri Moon Zombie, Karen Black, Erin Daniels, Chris Hardwick,Rob Zombie
6181,13370,6000000,0.015782999,6.77815125," Comedy, Music",4.672036,8.53E-03,4/16/2003,18750246,0.006724923,7.27300697,91,0.269230769,A Mighty Wind,6.6,7.25E-01,75,0.005328597,Bob Balaban, Christopher Guest, John Michael Higgins, Eugene Levy, Jane Lynch, Michael McKean,Christopher Guest
6184,11516,35866397,0.094379297,7.554687751,Documentary,3.68993,6.74E-03,12/12/2001,20217080,0.007251054,7.30571843,98,0.289940828,Winged Migration,7.1,7.80E-01,50,0.003552398,Philippe Labro, Jacques Perrin,,,,,Jacques Perrin
6186,994,2200000,0.005782933,6.342422681," Crime, Drama, Thriller, Mystery",6.632663,1.21E-02,12/29/1971,3251794,0.001165865,6.512123025,118,0.349112426,Straw Dogs,7.2,7.91E-01,230,0.01634103,Dustin Hoffman, Susan George, Peter Vaughan, T. P. McKenna, Del Henney, Jim Norton,Sam Peckinpah
6188,10514,6500000,0.017098797,6.812913357," Science Fiction, Thriller",11.081253,2.02E-02,3/12/1971,12376563,0.004438781,7.092600057,131,0.387573964,The Andromeda Strain,7,7.69E-01,196,0.0139254,Arthur Hill, David Wayne, James Olson, Kate Reid, Paula Kelly, George Mitchell,Robert Wise
6196,16651,7000000,0.018414595,6.84509804," Action, Adventure, Drama, Family",1.782377,3.25E-03,4/12/2001,4720371,0.001692621,6.673976134,113,0.334319527,The Other Side of Heaven,6.7,7.36E-01,14,0.000994671,Christopher Gorham, Anne Hathaway, Joe Folau, Miriama Smith,,,Mitch Davis
6201,24961,24000000,0.063151731,7.380211242," Adventure, Family, Fantasy, Music",4.233081,7.73E-03,10/24/1978,21049053,0.00754947,7.323232562,134,0.396449704,The Wiz,5.8,6.37E-01,63,0.004476021,Diana Ross, Michael Jackson, Nipsey Russell, Ted Ross, Theresa Merritt, Lena Horne,Sidney Lumet
6203,31633,26000000,0.068414924,7.414973348," Action, Comedy, Romance, Thriller",2.70816,4.95E-03,4/5/1991,12454768,0.004466831,7.095335642,116,0.343195266,The Marrying Man,5,5.49E-01,17,0.001207815,Kim Basinger, Alec Baldwin, Robert Loggia, Elisabeth Shue, Armand Assante, Rebecca Staab,Jerry Rees
6205,47762,3000000,0.00788821,6.477121255,Comedy,1.739182,3.18E-03,2/22/1991,9563393,0.003429739,6.980612003,89,0.263313609,Scenes from a Mall,4.8,5.27E-01,22,0.001563055,Woody Allen, Bette Midler, Bill Irwin, Paul Mazursky, Daren Firestone, Rebecca Nickels,Paul Mazursky
